JIRA_FEATURE_ID_CF_12210,description,summary,Comments
FEATURE-6645,,FEATURE-6645: USCC:<VoLTE cannot be disable on 5G device> Q2 2020,"+[~w19976][~a17364][~a20402][~dvx436]
Reqs -
On the 5G device, the user cannot allow to disable VoLTE.
a) Enable VoLTE out of box.
b) Ignore the OMADM value for VoLTE node
c) Add Pop-up if the user tries to toggle VoLTE off (Enhanced Calling)
“Turning off Enhanced Calling will also turn off 5G mobile data.""

I would understand a) and b) is met by default, and the new work is for c) Enhance Calling menu.  Jyothna/Ming-Shu, how about your opinions?  
After discussion with [~a12764] and [~wch683] we agreed to move USC 5G plans to 2021 Q1.
After further discussions USC will use R2 as its baseline.  Thus removing the A12 R1 Need label.
After review today with Ajit and Mayank it was concluded that this plan should move to A12 R1 so the 2021Q3 label was removed and the a12r1 label was added.
After review with Mayank and Ajit this can be moved to Q2.


Austin has been ranged by USC and these features are now needed to be included in A12 R1 so adding the A12 R1 Need label.
Config Error is showing, please update the test CWV date as 8/7
Consider Kiev for now
Consider Kiev for now 
During a review of current plan backlogs in preperation for 2021 Q2 RQL it was determined this plan could move to Q3 or beyond.
For a) and b), I am checking with modem team to finalize the design. FW and OMADM all have plan for it.

For c), it is in this plan's scope, i.e. support a dialog to notify the end user.
Hi Chris .. yes thats the story .. 
We cannot test it on Odyssey as well as we are not offering Odyssey to USC .. 
Kiev may be the next product .. 

Hi [~a21143],

This feature seems to be only applicable for USCC.
Hence, no impact on VZW's Advanced Calling setting. CBS/Core Settings team shall handle this requirement.

Reg. the requirement C, as Mingshu has mentioned, the dialog should be displayed. Pls confirm the below requirements -
- I understand the dialog should be displayed even if the currently connected RAN is not 5G and irrespective of the currently set Preferred network type.
- What is the expected behavior when a non-USCC SIM or a SIM without 5G feature is inserted? Is the dialog expected to be still displayed?

Thanks,
Hi [~a21143],  ""Advanced Calling"" setting is applicable only for VZW not for USCC. Hence, it is not right to implement this dialog in VZW's ""Advanced Calling"" setting. Thanks
Hi [~tbagni], Just synced with Chris.
The plan is to have everything done by Apr 30 including test so that we have everything from Q2 in base for Q3 FC on 4/30.

Could you please finish the analysis and commit to this plan considering this date?

Thanks!!
I think it is a dialog pop up when user select turning on ""Enhanced 4G LTE"". 
Per Mayank this won't bee needed for Racer 5G as USC and Tracfone ranging has been removed nor Odyssey.  Removing these labels and moving to Q4 2020 planning.

-----------------
Hi Chris,

I further checked with GTM and they have currently shelved the plan to launch Odyssey BYOD with USC. So in that case lets move the USC features to Q4-2020.

Regards,

Mayank Gupta
Per agreement with [~a12764] and [~wch683] since there is no way to test this right now due to the network not being ready we are moving this feature to Q1.
Per feature review meeting on 8/10 this feature can be moved to A12 R2.
RPADX-4021 RRB Request Approved (Add) 
RPADX-4043 Plan Created For: 
FEATURE-6645:USCC:<VoLTE cannot be disable on 5G device> Q2 2020 on Release:
RPADX-3049:ADX Q_Rel1
RPADX-4060 Plan Created For: 
FEATURE-6645: {color:#326ca6}USCC:<VoLTE cannot be disable on 5G device> Q2 2020{color} on Release: 
RPADX-3049 ADX Q_Rel1
Racer_5G has been dropped for USC so removing the Racer_5G label.  Adding the Odyssey label.
Right now we don't have any Target Product, Waiting for the Target Product & Build to update the Test Dates.
Waiting for the Target/Reference Product to be Identified to validate this Feature.
[~a19035][~wcw014][~a22642] - FYI
[~a19035] Can you confirm that this feature can only be tested on Odyssey?  Seems 5G USC related and my understanding is the only 5G USC product on the roadmap right now is Odyssey...

[~tgb348] FYI
[~a20402], yes.  This is only apply to 5G device, for non 5G device we should keep the same as current implementation.
[~a21143] Are you able to commit to this plan yet?
[~a21143] Charles indicated that both [~a22977] and [~a20402] would have work for this plan.  So I assigned it to Dawny and added Dengfeng as the dev lead.  Wanted you to be in the loop.
[~a21143] when we were reviewing Tom's plans today, Ming-Shu mentioned that a Core Apps plan was needed for settings.  Assigning to you.
[~a21143]/[~wcw014] Our team can take this plan to work on *c)*, but before we can commit to it we need to know what's the due date for Q2

+[~mvt647]
[~a22977] / [~a20402] Have you completed the development for this feature?  The Int CWV date is past due.

[~a21143] / [~tgb348] FYI
[~clao] Pls help answer above question. This is my understanding, pls correct me if it is wrong.

I understand the dialog should be displayed even if the currently connected RAN is not 5G and irrespective of the currently set Preferred network type.
[Mingshu] Yes, it is a common warning to let user know the impact on 5G when user turned on VoLTE

What is the expected behavior when a non-USCC SIM or a SIM without 5G feature is inserted? Is the dialog expected to be still displayed?
[Mingshu] Currently other carriers like VZW, TMO doesn't has this requirement. This feature should be configured for USCC only. 
[~clao][~wcw014][~a22977] - Please share the Reference Device to validate this Feature Testing.

[~a22642] - FYI
[~clao][~wcw014][~a22977] [~mvt647]- Please share the Reference Device to validate this Feature Testing.

[~a22642] - FYI
[~tgb348]

Please help review the Test results over here: https://kaiju.motorola.com/#/dalekReports/savedDalekReport/5691955428458496

1 issue found: IKSWQ-125083 - com.android.settings App_Crash is observed when trying to switch the orientation mode.

As per [~tbagni], the scope of this feature is to simply display the dialog when user tries to disable VoLTE (Enhanced Calling) while Preferred Network Mode is 5G - which we have done in the above test cases. For the the remaining pending cases we need active USC 5G device and sim.

[~a22642], [~wcw014], Fyi.
[~tgb348] there are no open CRs for this plan.  Please update the Test dates.
[~wcw014] : Requires dependent plan RPADX-4060 to be committed before putting a test date. 
[~tgb348]
[~wcw014] AOSP has this feature in base on Android R.
[~wcw014], I suppose this plan is for *b) Ignore the OMADM value for VoLTE node* in FEATURE-6645.  RPADX-4060 is for *c) Add Pop-up if the user tries to toggle VoLTE off (Enhanced Calling)* in FEATURE-6645. 
[~wcw014], this was already integrated. We need test dates.
[~a22642] - fyi, could you please update the test plan for this feature?
Thanks.
adding [~a19035],
Hi [~w19976],
The pop out is only apply for 5G device, in this case.  yes.
If the non-USCC SIM or without 5G, we should not be displayed for the pop up.

hi [~w19976][~a17364][~dth436] Jyothsna would you include this change as part of 'Advanced Calling' menu customize, to support the custom behavior ""Turning off Enhanced Calling will also turn off 5G mobile data"" ? it can be designed as no dialog by default, and enable the dialog by USCC mnc/mcc.
i think this will be under mobile network settings menu.  +[~tbagni] and [~zhangmp1][~luogang2].  Note USCC is just taking retail build"
FEATURE-6669,,FEATURE-6669: Update OOBE Setup to Comply with Data Privacy Regulation in Brazil,Changes are integrated to baseline
FEATURE-6749,,FEATURE-6749: Desktop Mode,"Architechture & HLD reviewing.
Plan to integrate to mainline on 8.31. still on going.
In the Settings APP, on the desktop Grey out the sub-items under

Settings > Display, except for Dark Theme

The user should be able to access these settings if he runs the settings app on the phone (primary display)
Settings > Security

Grey out FPS/FOD enrollment UX / Fingerprint
Grey out Face Unlock settings
The user should be able to access these settings if he runs the settings app on the phone (primary display)

RPADX-4134 RRB Request Approved (Add) 
RPADX-4199 Plan Created For: 
FEATURE-6749:Desktop Mode on Release:
RPADX-4178:ADX R_Rel1
RPADX-5047 Plan Created For: 
FEATURE-6749: {color:#326ca6}Desktop Mode{color} on Release: 
RPADX-4178 ADX R_Rel1
Reviewed with Mayank and Ajit and this is needed for Q1.
This is considered a first priority for 2021 Q1.
This plan is created to implement the change described in FEATURE-7023 which was more of a defect than a new feature.  As a result, the decision was made to use the general desktop mode feature (FEATURE-6749) to implement it.
[~a22677] / [~a22642] I see the Test CWV date for this is now past due.  It is also my understanding that there are still many CRs open for desktop mode.  Have you worked out a plan with [~caizy] and his team on what the criteria is to complete this plan?  Can you update the test date?
[~dvx436] / [~a21143] this plan is past due and CS was planned for today.  Can you help to update the Int CWV date please?
[~tgb348] these changes have been integrated.  Can you update the Test CWV date?

[~a22642] FYI
[~wcw014] : changes in review, will merge by 12/01
updating test dates waiting for closure of CR's"
FEATURE-6791,,FEATURE-6791: DSDS support for North America Carrier Requirements,"All the Failed CR's tracking in one RPADX-4924 and completing this plan. If any Fail, we will be tracking with the RPADX-4924 Plan.
Blocked with CR, Waiting for CR Fix & CR-Retest.
Check with Caio I think there is an option to set Primary SIM in UI.
Created IKSWR-27175 to cover the DSDS support for NA carriers in Phone app and SprintWFC
For all CI lets use primary SIM if available and that is carrier SIM .. else use secondary SIM
Hi [~tgb348],

    DSDS changes of TMO WFC and VZW WFC (for retail devices) have been integrated today. 

Please Note: TMO WFC has a functional dependency on RPADX-4925. Once framework changes are integrated, the features can be verified.

Hi [~w19976],
ImsConfig.ACTION_IMS_CONFIG_CHANGED has been used in VZW MVNO WFC feature as well.
Request you to cover it as part of this plan itself.
Thanks
Hi [~w19976],
Pls pass subId even in ImsConfig.ACTION_IMS_CONFIG_CHANGED intent.
This intent is used for VZW WFC feature.
*Similar to PROVISION_STATE_CHANGED intent I am using the below extra for the subId.*
public static final String EXTRA_SUBSCRIPTION_INDEX = ""android.telephony.extra.SUBSCRIPTION_INDEX"";

*Pls let me know if you plan to use a different key.*
Thanks,
HotSwap SIMs are working fine. If any Fails we will track other RPADX plans. Completing this RPADX-4924/25 plans.
IKSWR-27192, IKSWR-27906, IKSWR-27175 are already integrated since Feb/03/2021.
No CR's blocked for this RPADX, Other DSDS RPADX blocked with CR, so completing this Plan. 
No new Odyssey Retail build available after RPS31.89 that has this feature change integrated yet.

Fyi [~tgb348].
Okay, let us use the same KEY to support this intent
Per DSDS's sync meeting on 1/6, this Q2 plan is only DSDS support for NA's retail product. We don't need to support DSDS's RCS in this plan. Pull in the integration date.

[~xnk746] [~w0126c] Pls help support Telephony part. Thanks

[~wcw014] Pls help create a Q3 plan for DSDS stock product. Thanks
Per feature review meeting on 8/10 this feature can be moved to A12 R2.
RPADX-4913 RRB Request Approved (Add) 
RPADX-4923 Plan Created For: 
FEATURE-6791:DSDS support for North America Carrier Requirements on Release:
RPADX-4178:ADX R_Rel1
RPADX-4924 Plan Created For: 
FEATURE-6791: {color:#326ca6}DSDS support for North America Carrier Requirements{color} on Release: 
RPADX-4178 ADX R_Rel1
RPADX-4925 Plan Created For: 
FEATURE-6791: {color:#326ca6}DSDS support for North America Carrier Requirements{color} on Release: 
RPADX-4178 ADX R_Rel1
RPADX-4926 Plan Created For: 
FEATURE-6791: {color:#326ca6}DSDS support for North America Carrier Requirements{color} on Release: 
RPADX-4178 ADX R_Rel1
TMO WFC DSDS changes (IKSWR-25836) has a functional dependency on framework's RPADX-4925 for ""com.android.imsconnection.DISCONNECTED"" .
Thanks [~a19035]. Do you know which one is primary SIM if both SIMs are from this carrier?
Thanks [~w19976]
This feature plan will cover the DSDS support for NA carriers in Telephony, IMS and Connectivity.

FYI  [~w0126c] [~fgcp188]  
This is the initial analysis based on ATT's DSDS requirement https://docs.google.com/spreadsheets/d/1K1ZCWwhG4Ir4douMFYJyV4KdjTYYqoT9OgMjUb3b5p0/edit#gid=0.

This plan will cover the blow changes including:
1. RCS   
Summit support RCS on the DDS sim card. (Default Data Subscription)
2. Connectivity 
Rework on the intents with subId - ACTION_INETCONDITION_REPORT, CONNECTIVITY_ACTION_VZW
3. IMS
Rework on the intent with subId - com.android.imsconnection.DISCONNECTED
4. Telephony
Rework on the intent with subId - ACTION_PHONE_STATE_CHANGED     

FYI  [~xnk746] [~w20090] [~w0126c] [~e7976c] [~fgcp188]
Update from CoreApps Testing:
1) We are wating the CRs to be integrated (IKSWR-27192, IKSWR-27906, IKSWR-27175) in order to continue tests on Capri (AT&T+TMO sim cards)

2) For combinations between VZW+AT&T and VZW+TMO, we already request an eSIM line active on units that are available to use on Davros Chicago:
DAVROS-8547 and DAVROS-8548. As soon as they have eSIM line activated we'll start the Sanity executions for VZW+ AT&T and VZW+TMO combinations.
Update the completion date. 

[~a17364] I will cover ImsConfig.ACTION_IMS_CONFIG_CHANGED in https://idart.mot.com/browse/RPADX-5162 plan as VZW WFC is required in stock device.
User must always tell which SIM is the default for Voice, SMS and/or Data. 
This is the case whenever there are 2 SIMs inserted, regardless whether from the same carrier or not.
[~a19035], For OMADM NI, we know which SIM this wap push comes from. So we can use that SIM's IMEI to communicate with server. But for CI, which IMEI we should use if both of the SIMs are from the same carrier(ro.carrier)? If only one SIM is from this carrier(ro.carrier), I think we should use this SIM's IMEI.

*Below are the CIs for different carriers:*
1. ATTDM FOTA DM session
2. USCDM CI for every power up.
3. Sprint Update Profile, CIFUMO
4. Boost CIFUMO and UICC unlock
5. Verizon normal CI and checkin DI.
[~a19035][~wcw014][~a20402][~a21143] - FYI (No new Odyssey Retail build available after RPS31.89 that has this feature change integrated yet.)
[~a20402] the Int CWV date is past due for this plan.  Can you update the Int Actual date if you have integrated it or the Int CWV date if it hasn't been updated yet? 
[~a20402] the Int CWV date is past due.  Can you update it please?
[~dth436], [~a20746] I see the Int CWV date for this plan is now 2/12.  This is too late for Q2.  Did you move it out due to the dependency of RPADX-4925?
[~tgb348] all the open CRs for this plan have now been closed.  Are you able to update the Test CWV?

[~a22642] FYI
[~tgb348] can you confirm this was tested based on the mainline?  If so I will go ahead and move this to A12 R1 since it has been included there.
[~w19976] Could you please pull in the Integ date, since testing of this feature need more time, and many functional cases will depend on this Feature.  Integ date 1/20 is ok.

[~wcw014][~a22642] - FYI
[~w19976] the Int CWV date is past due for this plan.  If you have finished the integration please update the Integrate Actual date.  If you haven't integrated it yet please update the Int CWV date.
[~wcw014]: Requested [~tbdc37] to join [~a20746] for development. This should help pull in the date.
[~a20746]: Pls modify the Integ CWV.
[~xnk746] FYI in case there are changes you need to make on this plan.

[~w0126c]
https://idart.mot.com/browse/IKSWR-41776 has been integrated.  [~a17364]"
FEATURE-6792,,FEATURE-6792: Smart updates in the initial setup flow,"Changes integrated to baseline
Hi all,
 
The system updates menu on settings isn’t completely integrated and OTA team is still working on it. It’s not possible to complete the tests without verifying Smart Updates configurations after setup wizard and we need to wait this integration to complete the tests.
 
Best regards,
Brunna Arruda."
FEATURE-6813,,FEATURE-6813: AT&T&Cricket&Firstnet: RCS Requirements (June 2020),"Blocked IKSWR-13874. AT&T has not own apk for RCS yet.
Feature test completed.
Feature test completed.

According to CR IKSWR-17393: ""On group conversations, if the user tries to add your own number in the group, it won't be considered as RCS-capable, but his own number is removed from the participant list because it's duplicated (hence the group will remain as RCS group).""
Now RCS is enabled for ATT & TMo as FW team has integrated Summit apks.
As of now till IKSWS-6090 & IKSWR-135012 get fixed, Test team need to follow the below workaround to test RCS

1) carrier configuration doesn't work (stuck in searching): https://idart.mot.com/browse/IKSWS-6090
Please sideload the carrier configuration to test it.
{noformat}
adb root
adb disable-verity
adb reboot

adb root
adb remount
adb push ./rcs_config_sideload.xml /data/user_de/0/com.motorola.rcsConfigService/files/rcs_config_sideload.xml
adb shell am broadcast -a com.motorola.carrierconfig.NEW_CONFIG_FILE_RECEIVED com.motorola.rcsConfigService
adb shell sync
adb reboot
<test it>
{noformat}

2) Please run it on permissive mode for now.
CR: https://idart.mot.com/browse/IKSWR-135012
{noformat}
adb root
adb shell setenforce permissive
{noformat}
RCS is not available on Nairobi Android R yet.
Follow up is being done with [~adg115].

FYI [~a22642] [~wcw014]
RPADX-4572 RRB Request Approved (Add) 
RPADX-4602 Plan Created For: 
FEATURE-6813:AT&T&Cricket&Firstnet: RCS Requirements (June 2020) on Release:
RPADX-4178:ADX R_Rel1
Reviewed with Mayank, Nadeem and Ajit.  If Odyssey and Nairobi move to Q2 then this plan can move to Q2.  Otherwise needed in Q1.
Test CWV updated based on the CR IKSWR-8478 target date.
This can be considered a 2nd priority for Q1 2021.  It is still needed but can come later if resources dictate."
FEATURE-6826,,FEATURE-6826: AT&T&Cricket&Firstnet: Real Time Text Requirements Update (June 2020),"Feature porting to R completed.
RPADX-4568 RRB Request Approved (Add) 
RPADX-4599 Plan Created For: 
FEATURE-6826:AT&T&Cricket&Firstnet: Real Time Text Requirements Update (June 2020) on Release:
RPADX-4178:ADX R_Rel1
Refer to https://docs.google.com/spreadsheets/d/1v3JW6sQGZXLl-Bb4WCnZMYCOK48tVLfAHNBzY-l3UfU/edit#gid=809225328 for details about the exact changes
Refer to the *Bold Text* in LTE-BTR-5-9866:
RTT15's statement: ""When the device enters RTT mode, the microphone shall be unmuted (ON) by default""
* For Voice to RTT upgrade case
** If user MUTEs microphone in voice call and upgrades to RTT, 
** Going with the literal statement of RTT15, microphone shall be ""unmuted""
* *HOWEVER, microphone shall remain in MUTE state for the above use case*
* The intention of the requirement is clear from the *Bold Text* in LTE-BTR-5-9866* and is the reason for the above statement

*SUMMARY*: No specific change will be made for microphone behavior for Voice or RTT calls or upgrade / downgrade scenarios

RTT15:
{code}
""The mute status for RTT calls and voice calls are independent from each other.

When the device enters RTT mode, the microphone shall be unmuted (ON) by default.
Users can mute and unmute the microphone while on RTT calls as in voice calls.

Exception: During 911 calls, the microphone will remain unmuted (on). Users cannot
mute the microphone""
{code}

As per   LTE-BTR-5-9866:
*Test Purpose/Description:*
Verify microphone is ON by default for an RTT call
*Test Procedure*
""Originate an RTT MO call to a MT device
RTT call is set up
Verify after call is set up that the microphone is ON by default (no user dependency to turn ON the microphone) and there is spoken audio heard by the MT device
Turn the microphone OFF in the RTT UI (or mute the call)
Verify that the microphone is OFF on the RTT MO device and there is no spoken audio heard by the MT device
Disconnect from the call
Manually reboot the device
Originate an RTT MO call to a MT device
RTT call is set up
Verify after call is set up that the microphone is ON by default (with no user dependency on turning ON the microphone)""

*Pass/Fail Criteria*
""In order to Pass:
An RTT call is both an audio and text call by default
Microphone is ON by default (*no user dependency to turn ON the microphone*) after the RTT call is set up - the MT device will hear audio from the MO device without having to turn or press On the microphone ""
Reviewed with Mayank, Nadeem and Ajit.  If Odyssey and Nairobi move to Q2 then this plan can move to Q2.  Otherwise needed in Q1.
Waiting for fix integration of the CR IKSWR-10118 for on Nairo AT&T build R. Fix not available on the latest builds yet.

"
FEATURE-6827,,FEATURE-6827: AT&T&Cricket&Firstnet: Wi-Fi Calling Requirements Update (June 2020),"
    AT&T's clarification has been requested on the following requirement:

Reference: 18834_UXrequirements_2006 v3
WFC3-B:
When the user activates WFC from Setup & Transfer, the web sheet flow is presented without a
frame (i.e., there is no header bar with a title and cancel button).

[Moto]: How does user activate WFC from Setup & Transfer?
* Will an intent be sent by Setup & Transfer that WFC App needs to handle to present the web sheet flow?
* If yes, pls share the intent details.

WFC web sheet flow can result in (i) Success (ii) In progress or (iii) Error
-- [Moto Proposal] In all the 3 cases, WFC App will display the dialog before returning back to Setup & Transfer flow.
-- However, WFC3-B states: ""If Service Activation is successful, the user is taken back to Setup & Transfer where a success message is displayed""
-- [Moto Proposal] is different from WFC3-B, as the dialog will be displayed by WFC APP before returning back to Setup & Transfer flow


    Please find the below response from AT&T regarding the clarification requested for WFC-3B.

""After chatting further with my team, we found the root problem here.  The updates to the 18384 made the assumption that there is an existing S&T/WFC integration for Motorola devices.  This is not the case.  An existing relationship between the apps is a pre-requisite to WFC3-B.
 I will have to circle back with Cathy to discuss how to handle. ""

   Hence this feature is being committed without the WFC-3B requirement.

   The requirements which shall be covered as part of FEATURE-6827 are as below.

CDR-Wifi-1060  in 13340.pdf  (20.2 version)
WFC4 and WFC-3A in 18384.pdf

AT&T's response will define the feature scope.
Commitment can happen only after AT&T's response.
* AT&T's response is mandatory as there is interaction with Setup & Transfer App from AT&T.
* No assumptions can be made till AT&T provides data on Setup & Transfer
* Started technical discussion with AT&T and waiting for their response.
Feature test blocked by CR IKSWR-11961.
Feature test blocked by CR IKSWR-8471.
Feature test completed successfully.
RPADX-4569 RRB Request Approved (Add) 
RPADX-4600 Plan Created For: 
FEATURE-6827:AT&T&Cricket&Firstnet: Wi-Fi Calling Requirements Update (June 2020) on Release:
RPADX-4178:ADX R_Rel1
Reviewed with Mayank, Nadeem and Ajit.  If Odyssey and Nairobi move to Q2 then this plan can move to Q2.  Otherwise needed in Q1.
Test CWV not planned yet, due to IKSWR-4191.

FYI [~a22642], [~wcw014]
Test CWV updated. Feature test is still blocked by CR IKSWR-11961.
This can be considered a 2nd priority for Q1 2021.  It is still needed but can come later if resources dictate."
FEATURE-6854,,FEATURE-6854: RCS UP1.0 - Enhancements from competitive analysis,"Feature integrated in https://artifacts.mot.com/artifactory/apps/MotoMessaging/MOTOMESSAGING-291030283/generated_files/
RPADX-4636 RRB Request Approved (Add) 
RPADX-4650 Plan Created For: 
FEATURE-6854:RCS UP1.0 - Enhancements from competitive analysis on Release:
RPADX-4178:ADX R_Rel1
Reviewed with Mayank and Ajit and this is needed for Q1.
This is considered a first priority for 2021 Q1."
FEATURE-6855,,FEATURE-6855: Moto Dialer/Contacts - Widget improvements,"After review with Mayank and Ajit this can be moved to Q2.


Hi [~wcw014]

It is not about missed requirements nor test coverage. I'm sorry but I missed this CR, closing the RPADX without being assure of its criticality based on FEATURE-6855 comments about OS Upgrade restrictions.
Hi [~wcw014],
We found a critical issue (IKSWR-48466) during some BOTA validation for this feature. Could you please reopen this RPADX?
Thank you so much!

RPADX-4637 RRB Request Approved (Add) 
RPADX-4651 Plan Created For: 
FEATURE-6855:Moto Dialer/Contacts - Widget improvements on Release:
RPADX-4178:ADX R_Rel1
There's a dependency on Launcher that's under discussion.
[~rafaelsc] after a plan is completed we don't typically reopen it as the test team can't easily track this.  

I have some quesitons though.  Were these missed requirements or possibly test cases which should have been created but weren't?  I don't undertand how we can pass the test cases to be able to complete the plan and then find a critical issue later.

[~mvt647], [~a22642], [~rafaelsc]
[~wcw014], Launcher team already fixed the dependency. CoreApps patch was integrated on Feb/05/2021.
[~wcw014], the fix for IKSWR-48466 is already integrated.
ok.  Let's go ahead and reopen then.  [~josegsp] please update IKSWR-48466 to working with a target date.

[~rafaelsc], [~a22642], [~mvt647] FYI"
FEATURE-6862,,FEATURE-6862: T-Mobile - 5G - NR Icon changes & Roaming changes - Q1-2021,"Hi [~kjn846], 
TmoConfig app  need to call CarrierConfigManager's overrideConfig to override carrier config KEY_5G_ICON_CONFIGURATION_STRING
{code}
https://sse.am.mot.com/r_source/xref/mr-r-qsm8250/frameworks/base/telephony/java/android/telephony/CarrierConfigManager.java#5121
overrideConfig(int subscriptionId, @Nullable PersistableBundle overrideValues,
            boolean persistent}
{code}

Per [~dvw873]'s request on FEATURE-6862, I created this CBS plan for: ""please create plan for CBS team as they need to parse TMO carrier config and set related configs to FW/Modem""
Pushing the integration dates further as we have framework dependency. FYI [~a21143] [~josecmj]
Pushing the integration dates, cause we just received the fwk methods.
RPADX-4788 Plan Created For: 
FEATURE-6862: {color:#326ca6}T-Mobile - 5G - NR Icon changes & Roaming changes - Q1-2021{color} on Release: 
RPADX-4178 ADX R_Rel1
Reviewed with Mayank and Ajit. If Odyssey moves to Q2 then this plan can move to Q2. Otherwise needed in Q1.


Thanks [~dvw873].

The TMO Config has the following in its xml which is parsed:
		<IconPolicy5G>
			<IconRefreshDelay_SCGtoMCG>30</IconRefreshDelay_SCGtoMCG> 
			<IconRefreshDelay_IdletoConnect>30</IconRefreshDelay_IdletoConnect>
			<SIB2for5GIcon>1</SIB2for5GIcon>   <!--set to 1 by default for 600MHz 5G Device -->
		</IconPolicy5G>
I do not get, how we can add these to KEY_5G_ICON_CONFIGURATION_STRING? Could you please help check
The parser is already implemented, need to apply the confiurations.

Just discussed with [~dvw873] and framework will provide apis for 
<IconRefreshDelay_IdletoConnect>30</IconRefreshDelay_IdletoConnect>
<SIB2for5GIcon>1</SIB2for5GIcon> <!--set to 1 by default for 600MHz 5G Device -->

<IconRefreshDelay_SCGtoMCG>30</IconRefreshDelay_SCGtoMCG> -> is not supported yet, discussion is going on with Qualcomm.

FYI [~josecmj] [~a21143]
This can be considered a 2nd priority for Q1 2021.  It is still needed but can come later if resources dictate.
[~dvw873] do you have the details of the framework API that the TmoConfig app needs to call? FYI [~josecmj]"
